pk_ID,granularity,rowID,formatting,createdDate,modifiedDate,createdBy,modifiedBy,createdIP,modifiedIP,Plant,DestType,Material,TruckType
183,,183,{},1450257179,1450257179,15,15,,,1120,OEM,14119542,32 SA
184,,184,{},1450257179,1450257179,15,15,,,1120,OEM,14119640,32 SA
185,,185,{},1450257179,1450257179,15,15,,,1120,OEM,14119642,32 SA
186,,186,{},1450257179,1450257179,15,15,,,1120,OEM,14119740,32 SA
187,,187,{},1450257179,1450257179,15,15,,,1120,OEM,14119742,32 SA
188,,188,{},1450257179,1450257179,15,15,,,1120,OEM,14128640,32 SA
189,,189,{},1450257179,1450257179,15,15,,,1120,OEM,14128642,32 SA
190,,190,{},1450257179,1450257179,15,15,,,1120,OEM,14138640,32 SA
191,,191,{},1450257179,1450257179,15,15,,,1120,OEM,14138642,32 SA
192,,192,{},1450257179,1450257179,15,15,,,1120,OEM,14139040,32 SA
193,,193,{},1450257179,1450257179,15,15,,,1120,OEM,14139042,32 SA
194,,194,{},1450257179,1450257179,15,15,,,1120,OEM,14140020,32 SA
195,,195,{},1450257179,1450257179,15,15,,,1120,OEM,14140022,32 SA
196,,196,{},1450257179,1450257179,15,15,,,1120,OEM,14148620,32 SA
197,,197,{},1450257179,1450257179,15,15,,,1120,OEM,14148622,32 SA
198,,198,{},1450257179,1450257179,15,15,,,1120,OEM,14148960,32 SA
199,,199,{},1450257179,1450257179,15,15,,,1120,OEM,14158960,32 SA
200,,200,{},1450257179,1450257179,15,15,,,1120,OEM,14158962,32 SA
201,,201,{},1450257179,1450257179,15,15,,,1120,OEM,14168950,32 SA
202,,202,{},1450257179,1450257179,15,15,,,1120,OEM,14168952,32 SA
203,,203,{},1450257179,1450257179,15,15,,,1120,OEM,14178640,32 SA
204,,204,{},1450257179,1450257179,15,15,,,1120,OEM,14178642,32 SA
205,,205,{},1450257179,1450257179,15,15,,,1120,OEM,14178950,32 SA
206,,206,{},1450257179,1450257179,15,15,,,1120,OEM,14188940,32 SA
207,,207,{},1450257179,1450257179,15,15,,,1120,OEM,15136340,32 SA
208,,208,{},1450257179,1450257179,15,15,,,1120,OEM,15136342,32 SA
209,,209,{},1450257179,1450257179,15,15,,,1120,OEM,15136840,32 SA
210,,210,{},1450257179,1450257179,15,15,,,1120,OEM,15136860,32 SA
211,,211,{},1450257179,1450257179,15,15,,,1120,OEM,15137780,32 SA
212,,212,{},1450257179,1450257179,15,15,,,1120,OEM,15137782,32 SA
213,,213,{},1450257179,1450257179,15,15,,,1120,OEM,15137980,32 SA
214,,214,{},1450257179,1450257179,15,15,,,1120,OEM,15137982,32 SA
215,,215,{},1450257179,1450257179,15,15,,,1120,OEM,15138442,32 SA
216,,216,{},1450257179,1450257179,15,15,,,1120,OEM,15138450,32 SA
217,,217,{},1450257179,1450257179,15,15,,,1120,OEM,15138480,32 SA
218,,218,{},1450257179,1450257179,15,15,,,1120,OEM,15138482,32 SA
219,,219,{},1450257179,1450257179,15,15,,,1120,OEM,15147780,32 SA
220,,220,{},1450257179,1450257179,15,15,,,1120,OEM,15147782,32 SA
221,,221,{},1450257179,1450257179,15,15,,,1120,OEM,15148460,32 SA
222,,222,{},1450257179,1450257179,15,15,,,1120,OEM,15148462,32 SA
223,,223,{},1450257179,1450257179,15,15,,,1120,OEM,15148470,32 SA
224,,224,{},1450257179,1450257179,15,15,,,1120,OEM,15148472,32 SA
225,,225,{},1450257179,1450257179,15,15,,,1120,OEM,15158720,32 SA
226,,226,{},1450257179,1450257179,15,15,,,1120,OEM,15158722,32 SA
227,,227,{},1450257179,1450257179,15,15,,,1120,OEM,15179072,32 SA
228,,228,{},1450257179,1450257179,15,15,,,1120,OEM,15186230,32 SA
229,,229,{},1450257179,1450257179,15,15,,,1120,OEM,15186232,32 SA
230,,230,{},1450257179,1450257179,15,15,,,1120,OEM,15186330,32 SA
231,,231,{},1450257179,1450257179,15,15,,,1120,OEM,15187330,32 SA
232,,232,{},1450257179,1450257179,15,15,,,1120,OEM,15947780,32 SA
233,,233,{},1450257179,1450257179,15,15,,,1120,OEM,16156640,32 SA
234,,234,{},1450257179,1450257179,15,15,,,1120,OEM,16156642,32 SA
235,,235,{},1450257179,1450257179,15,15,,,1120,OEM,16156840,32 SA
236,,236,{},1450257179,1450257179,15,15,,,1120,OEM,16156842,32 SA
237,,237,{},1450257179,1450257179,15,15,,,1120,OEM,16166640,32 SA
238,,238,{},1450257179,1450257179,15,15,,,1120,OEM,16166650,32 SA
239,,239,{},1450257179,1450257179,15,15,,,1120,OEM,16166652,32 SA
240,,240,{},1450257179,1450257179,15,15,,,1120,OEM,16166750,32 SA
241,,241,{},1450257179,1450257179,15,15,,,1120,OEM,16172120,32 SA
242,,242,{},1450257179,1450257179,15,15,,,1120,OEM,16172122,32 SA
243,,243,{},1450257179,1450257179,15,15,,,1120,OEM,16172420,32 SA
244,,244,{},1450257179,1450257179,15,15,,,1120,OEM,16173520,32 SA
245,,245,{},1450257179,1450257179,15,15,,,1120,OEM,16173522,32 SA
246,,246,{},1450257179,1450257179,15,15,,,1120,OEM,16173530,32 SA
247,,247,{},1450257179,1450257179,15,15,,,1120,OEM,16173532,32 SA
248,,248,{},1450257179,1450257179,15,15,,,1120,OEM,16176440,32 SA
249,,249,{},1450257179,1450257179,15,15,,,1120,OEM,16176442,32 SA
250,,250,{},1450257179,1450257179,15,15,,,1120,OEM,16178240,32 SA
251,,251,{},1450257179,1450257179,15,15,,,1120,OEM,16183550,32 SA
252,,252,{},1450257179,1450257179,15,15,,,1120,OEM,16186440,32 SA
253,,253,{},1450257179,1450257179,15,15,,,1120,OEM,16186442,32 SA
254,,254,{},1450257179,1450257179,15,15,,,1120,OEM,16186450,32 SA
255,,255,{},1450257179,1450257179,15,15,,,1120,OEM,16195050,32 SA
256,,256,{},1450257179,1450257179,15,15,,,1120,OEM,16196440,32 SA
257,,257,{},1450257179,1450257179,15,15,,,1120,OEM,16196650,32 SA
258,,258,{},1450257179,1450257179,15,15,,,1120,OEM,16976440,32 SA
259,,259,{},1450257179,1450257179,15,15,,,1120,OEM,17110130,32 SA
260,,260,{},1450257179,1450257179,15,15,,,1120,OEM,17110132,32 SA
261,,261,{},1450257179,1450257179,15,15,,,1120,OEM,17110140,32 SA
262,,262,{},1450257179,1450257179,15,15,,,1120,OEM,17110142,32 SA
263,,263,{},1450257179,1450257179,15,15,,,1120,OEM,17112940,32 SA
264,,264,{},1450257179,1450257179,15,15,,,1120,OEM,17112942,32 SA
265,,265,{},1450257179,1450257179,15,15,,,1120,OEM,17115130,32 SA
266,,266,{},1450257179,1450257179,15,15,,,1120,OEM,17115132,32 SA
267,,267,{},1450257179,1450257179,15,15,,,1120,OEM,17116040,32 SA
268,,268,{},1450257179,1450257179,15,15,,,1120,OEM,17116042,32 SA
269,,269,{},1450257179,1450257179,15,15,,,1120,OEM,17116142,32 SA
270,,270,{},1450257179,1450257179,15,15,,,1120,OEM,17116230,32 SA
271,,271,{},1450257179,1450257179,15,15,,,1120,OEM,17116232,32 SA
272,,272,{},1450257179,1450257179,15,15,,,1120,OEM,17116440,32 SA
273,,273,{},1450257179,1450257179,15,15,,,1120,OEM,17116442,32 SA
274,,274,{},1450257179,1450257179,15,15,,,1120,OEM,17130140,32 SA
275,,275,{},1450257179,1450257179,15,15,,,1120,OEM,17131540,32 SA
276,,276,{},1450257179,1450257179,15,15,,,1120,OEM,17131542,32 SA
